tweet,hate,userID,likes,comments,views,shares,tags
"@neiltyson Neil, have you heard that scientists have discovered that, in fact, bitches do be trippin?",0,DDE9BA89,77,269,623,396,59
"@nekolin @DestroTheNoble naaaa, just the faggots! So....I guess you wouldn't be around very long....would ya!",0,35F6EE3C,97,914,692,369,84
@nerissaloren not home. Headed to work sorry ho,0,8A55F931,1140,928,1320,220,48
@nessauzc lmao if the shoes fit? &#128094; lace them bitches up. I'm talking in general &#128514;,0,1.95E+43,153,998,589,615,26
@nfl am I watching football or pussy soccer? Wtf?,0,DC2E0D0B,516,561,893,671,72
@nhatty_ice49ers thank you jackass zebras,0,F89F4C5C,409,27,1048,469,16
@nick_scott25 come watch Godzilla then faggot,1,7BB8D7E9,637,510,381,337,38
@nick_scott25 sounds about right to many dumb bitches work there welcome to my life,0,5658A022,151,914,197,389,30
@nickboydos bunch of pussies.,0,FAEAE928,150,193,1151,630,9
@nicole_steines whatever you fucking pussy &#128514;,0,5BE07A4D,736,852,754,402,50
@nicolleashby now I'm chewy high with a hard ass dick. Ooh there goes my pager could it be a trick bitch?,0,BDAB360F,1082,645,437,646,7
@nicsarantos @Huntermoore she looks like the pussy lips are huge,0,3A5222CB,946,888,871,101,36
@niggie95 aka the lonely bitches,0,0C375FF5,246,751,1319,198,26
@niggieesmalls I got ugly niggah problems. Lol but you got pretty niggah problems. Too bad they the same problem. &#128514;,0,4C546DF0,328,447,1225,556,40
@nightpurrowler @Oskzilla pussy shit!,0,7A6ACEB6,525,879,437,36,72
@nightpurrowler niggah das gay,0,0DD740C6,1125,303,1050,633,23
@nikkiconner13 @bellabelcastro trippy hoes &#127744;&#127744;,0,7678DEDE,1056,444,401,530,41
@nkyathappala I'm gonna drink monster til I sue we gettin the bitch #GottaGetThe30,0,1B1A1713,906,532,829,289,17
"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me",1,06E1CEDB,451,235,923,241,39
"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat",0,A7901379,457,662,1214,492,25
@noma2300 bitch fuck you &amp; your dad.,0,AC12029B,447,682,705,228,75
"@noobde @RodriguezLiam *draws perfect scorpion*

*writes name all retarded*",0,5BC912A2,496,765,682,675,37
"@normingtonTJ @hollywood_ferg7 lmfao sorry bitch, no one likes you wes",0,049E819E,610,878,1132,227,44
@nosfiend215 @faggot696969 niggers,0,8E029A34,334,168,35,363,38
@noturavurage You can roll? And what you got to eat? Barter system my nig!,0,931F2224,125,672,32,313,26
@npratc Explains why they're waving trash bags around over their heads.,0,0FE850C9,645,85,676,623,78
@nsanemujer @surfboard101 fuck you both bitches.,0,A4B13A61,314,304,112,164,86
"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully.",1,18369839,36,397,852,678,79
"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont",0,53372F07,492,132,1460,411,54
@oJvrdy i have that bitch bloked lmao,0,5E76B13D,428,177,405,420,68
@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,0,240F464E,1144,495,1160,368,76
@oak_log check yer phone nigger,1,D751E19E,1199,52,727,671,72
@obamac0re I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to,0,2D0F1B4F,815,259,883,431,48
@officiallyshay where you been at nigglet? I ain't seen you in a while.,0,B3E3F02F,751,906,50,682,70
"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",0,ECC8A85F,492,242,144,306,98
@ohVixen @iBaneXx You gotta respect a bitch before she let's you put your entire arm in her vagina.,0,AC3963DB,571,292,589,631,57
@ohVixen I love laying in bed by myself because I have a twin size bed and bitches be takin up 3/4 and I ain't havin that,0,45EF73D0,813,494,739,126,92
@ohVixen bitches be crazy.,0,8B86AD76,795,29,172,336,84
@ohso_blessed @Wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha,0,3945771A,367,291,527,160,21
@ohyeahtrip Congratulations brother! We in that hoe!,0,784C248F,869,7,972,568,67
@okoruoni You're trash.,0,E76DA7FF,207,158,1393,276,91
"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living",0,DD31501F,608,207,182,550,28
"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;",0,521AB239,1172,756,1127,596,27
@onIinebaby I knew you were a faggot though,0,5B4DED8E,948,633,1333,396,22
@onedirectum fugly white bitch,1,88D670D5,872,452,581,423,4
@operationSAFE @GaltsGirl lived there and can attest to that. Trust them over any muzzie nation by a million light years,1,BB4D1E7D,303,557,741,513,16
"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale",0,CF218629,715,984,370,75,36
@oscarstyless Bye bitch byeeeee!,0,8A42D2FC,694,739,1056,605,69
@osnapitzthorne @AcaciaBrinley trash?,0,F5D071AD,369,625,1148,115,80
@ovoxokatie hoe stfu,0,251B729D,139,597,1087,107,69
@ozwashere What the fuck is wrong with you. You can't call urself a man if u call a girl a bitch. Ur a fuckin loser bro,0,2C6FB596,191,652,866,420,48
@ozzie_garza stfu bitch,0,693846FF,514,971,664,518,19
@p0rnoPuppy He called @waynebrady a nigger,1,21A619C0,133,371,536,398,95
@p_jones2 this hoe got some issues!,0,E70C1AA0,594,121,374,300,55
@pablofunes_ Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer,1,FB0F4E61,862,511,1067,111,18
@panchoftf I'm trying to catch diabetes so I'm fuckin a white bitch,1,2.43E+09,1053,625,371,155,65
@panchoftf red and yellow it should be then,0,CD95E2D3,859,347,463,377,14
"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series.",0,E67D0348,716,78,913,356,11
@passIt2Liv Hit a bitch it's not like you can see the bruises,0,0D8A0BE1,631,928,1275,452,51
@patarnold95 that hoe over there,0,91BA8D04,580,413,749,121,90
@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown,0,22D4A277,1167,327,285,648,49
@patrickstpierre You're a fucking faggot.,0,77D293D2,962,113,1096,456,97
@pauIjac because their parental unit is trash.,0,462FA3E8,14,698,399,191,30
"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""",0,42DBF501,267,330,1137,611,19
@peighxo @baestation bitch got arms like piccolo,0,1B3C45D2,241,138,1468,72,77
"@penisgravy 
Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down",0,8F5BAD89,806,948,714,321,38
@percolate @kcraigwell what's next? fingers in dykes?,1,298A1EA9,77,494,201,64,18
"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",0,8684062A,422,150,1269,488,33
@peteyhoti @aubreykelson 'ell naw dogs run this bitch,0,E9D4E3E5,86,601,90,629,52
@peteyhoti that funky monkey,0,92A444ED,524,139,696,447,47
"@phalaenadispar 
How day feel bout colored folk?",1,AA3F77B9,794,247,919,472,79
"@pharary04 stop being a bitch and speaking on my name little girl , thank you.",0,46A1B453,701,263,369,308,14
@pharary04 you don't know me but I got a whole video of you sucking the life out of my pussy &#128527;&#128564;bye stranger &#128536;,0,F20E77B3,529,759,1362,382,17
@phishlicia I got weed. Come over faggot,0,A8D02AA2,643,88,317,328,40
@phishlicia I'm 5'8 fag &#128536;&#128536;,0,FE4D49EF,674,352,237,631,88
@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,0,B2144FD5,1047,280,1461,499,27
@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.,0,693BBA1C,23,409,1254,696,31
@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall,0,CAC6A5C4,1125,329,1285,618,32
@piersmorgan house keeps passing CR's senate says no because harry ried is obamas bitch.. not his states who does the senators represent?,0,68D50A46,624,637,1315,375,76
"@piersmorgan shut up with your arsenal already, you bitch!",0,B54AE359,1026,459,1320,545,90
@pistol_pete96 @ZP3_ @max_byers12094 LJ hoes!!,0,BF300B94,641,798,317,551,39
"@pistol_pete96 @ZP3_ fuck y'all if you doubt me, I'm a piece of white trash I say it proudly",0,53ED7E31,770,935,1222,185,22
"@pistol_pete96 that's a good choice, except all the whale bitches you'd fuck would get pregnant",0,E1755092,1082,871,429,197,86
"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains",1,CC4675B1,465,608,160,477,59
@poak_ But then you have no idea what people's actually personalities are like maybe Pamaj has always been a cunt hahaha,1,6F6571E8,530,289,1376,518,35
@poak_ he was no more a cunt with a shitty attitude than Apex or Pamaj or Banks.,0,2E1B791B,705,497,718,542,62
"@politicsofamy Whoa easy Amy, don't slag the Canucks too much with such a generalization",0,7BBFB06B,401,29,1471,632,54
@politicsofamy puss or pussy?,0,BC24FDAF,508,947,771,650,62
"@politsoutherner @leahmeyer49 
If you don't vote you don't have a right to complain. That being said, I didn't vote for the son of a bitch&#128515;",0,799006B0,380,642,1252,75,69
"@politsoutherner @leahmeyer49 
Yeah, I'd want to shoot the son of a bitch myself. LOL",0,7BE30DDC,261,400,272,231,67
@poloswagmaster if you go could you hook up the plant city faggots or,0,BEB79DDD,357,136,893,432,59
@polotags20 pussy,1,3CAA33DD,897,778,1482,260,92
@pombuenaa I'm surprised you could read it with slits for eyes,0,56D427ED,116,795,902,535,82
@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!,0,9057DD0C,1078,845,894,215,23
"@popularcritic1 @discordianslip @fredrogers75 And you thought a camera would steal your soul. Shut the fuck up, you stupid twat.",0,21BC8AEB,188,596,834,318,59
@porcelina33 i was raised the person that uses a gun and cant take an ass whipping is a pussy,0,0E92A311,540,369,505,277,67
@pot_headed yeah I tend you grab ass &#128075;and smack bitches in the morning . I don't think you can hang lol&#128514;&#128076;,1,9A833D6C,901,138,745,188,82
@potpwincess @longbongchris she's a dyke,0,4E8787E3,927,475,1499,159,93
@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..,0,BBDB4A99,1079,72,1322,277,38
"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",0,9A9A1471,375,128,797,103,16
@prettygrl_rocky ugly dyke,0,A41FCA66,81,184,403,151,73
@prettykells bitch yu nt gone mention me back,0,73679B74,1063,248,1035,605,17
@prettymofocka I'm outside where you at?!?! And I'm the pussy,0,C18ADF1D,519,393,196,72,98
@pricelessxxx u good man long time my niggah,1,87BBBB0E,73,810,1230,37,54
@prihncess bitch,0,19EC361B,1193,291,756,666,99
@prihncess fuck you bitch,1,A813624F,1184,273,458,304,43
@prime13_time @Vbomb20 hey I guess yall forgot im in this bitch too lol,0,6007A3DA,577,119,774,668,51
@prime3_time whoooo?? Lemme find out a bitch run u haha,0,1EED1645,424,476,825,145,67
@princessfaggit I don't see tears bitch,0,A4793887,1118,220,629,612,16
@princessfaggit cry bitch,0,6D00B388,609,703,634,45,89
@princesshil21 if you hate men so much why you trying to look like one? Stupid little cunt,1,03DA0902,27,907,225,652,82
"@princessmorggan yeah it was such a lie, thats why you deleted it nigger.",1,6A017857,762,245,377,580,12
@protegykid I would reply with the red emoji but I'm not a nigger,1,90718563,26,393,271,191,38
@prtini Yes. And the @Yankees. And stalking weird people. SO MANY THINGS. #pr20chat,0,8FC320B0,962,577,861,680,9
"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto.",0,9998013D,1034,83,529,367,88
@puckluckbitch @RelaxVibes like I got time to be wasting on some bitch who broke up with me,1,0AA0DE2A,345,660,1128,674,41
@pufntrees the bitch ass nigga I just called a bitch,0,9AA9544D,218,600,1231,148,36
@pussyjuices drink pussy juice nigga,1,F00D3698,516,145,1386,570,22
@pyroballyPOOPS 6-1 bitch dont hate,0,186A7746,465,969,560,386,26
@quezada_carlos7. Right these hoes on my dick about u dats how,0,9386A3D5,200,538,1354,610,36
@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B,0,3AF9149B,891,654,1223,275,36
"@raajanS holy fuck, frozen pussy! you are crazy!",1,74FB00D9,237,610,68,316,63
@rachaelkbrown @BillyButlerKC @Oreo unexplainable!,0,667189B9,904,937,464,119,32
@rachel_gautreau @babyydrey hey Rachel G my name isint Kenneth ok let's just get that straight &#128070; you best be backing off before I go ghetto,0,F8616AAD,261,135,455,603,14
@rachh_burkhart grow a pair pussy,0,8A915DC4,893,729,249,172,76
@rachh_burkhart talkin bout the retard your sittin on,1,526801AE,354,94,1348,252,28
@radar_online old cunt needs to die,0,F1556297,1114,650,611,663,62
@radar_online to HELL with the plasticassed bitch!!,0,E8E1A026,813,67,1276,416,47
@raider_level them hoes ain't thick at all u clowning,1,D5F4B9AF,1003,732,1307,117,86
@ramaxe1965 dubya hates todays teabagger movement.,0,D9F2827A,42,748,186,190,87
"@ramonastewart OK Now you're talking my language, none of this pussy-whipped RINO whining",0,37590642,355,710,122,562,9
@rasheedibrahim_ once it gets cold yall gonna be trash again lol,0,9952FAFD,653,184,346,73,45
@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,0,24C57241,1189,999,373,591,94
@ratchetandsassy @ me hoe,0,5B62EA14,440,51,1496,644,96
@ratedtfxrtaylor text me queer bait,0,A026DC87,342,14,1008,328,41
@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.,0,89A3FBEA,607,368,260,86,18
@ravingrave @TheKevShow504 @eeegggiiiaaaP that's Kevin with the hoes &#128514;&#128514;,0,28CC5196,875,937,720,506,63
@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!,0,C9E2C0D0,192,405,71,340,50
@rbigwood when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!,0,4D4F6F81,145,595,1007,379,34
@rbomem you a broke bitch too.,0,4.91E+07,555,561,301,511,22
@real5Hfacts stfu u ugly dyke,0,C48CE088,189,261,1407,152,26
@realDonaldTrump call him a pussy as he should!,1,9B32A8BE,750,944,246,669,34
"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.",0,1DDB0C61,25,444,64,663,1
@realbigasian wtf mine was just a fried Twinkie w powdered sugar I got hoed,0,18F40F56,642,495,934,182,74
"@realffriends bitch I might be
**~aesthetic~** http://t.co/cYOpCv8oq8",0,2C3AED4E,467,782,1116,72,77
"@realmarkhenning lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;",0,BC7051AE,716,141,270,258,38
"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!",0,9EECE1CF,928,106,1336,412,16
@rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please,1,AFCDF265,641,854,1205,89,68
@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..,1,88D94C33,828,432,233,273,62
@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....,0,FDD97027,745,243,1016,285,46
@red_is_raw lol yeah birds be chirping outside. Bastards.,0,DA9E03FB,582,427,1112,28,97
"@reddroostermann &lt;- I poked this little pussy with a stick, and he curled up into a little ball like a pill bug. @fredseviltwin",0,6020C281,179,324,1415,260,57
@rednexican69 sounds like a bad bitch.,0,EB834C1E,863,610,1107,500,35
@redron100 but when its the same method other colonial states employed france england... They dont get to bitch when its their playbook,0,62CDCBD6,238,391,1465,256,74
@regankelly91 go the gulls. First grade should be a cracker. Physical!,1,5AB645CB,853,701,382,368,53
@reganpate @I8dis dumb hoe,0,DC093F71,998,351,718,212,55
@rellyOnSMASH @LiveAndUncut my bitch do all that and still go out,0,249186C7,644,581,973,171,19
"@rem @slicknet @netmag right, so the link would be your trash bin &#8230; gotcha",0,8DBB4FF3,588,152,1409,417,70
@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full,0,C65FEBDC,878,15,1246,260,85
@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up,0,E6EC0EC0,463,669,676,483,78
@reptar_ray nigglet send me the pictures,0,E5E539AC,974,241,259,196,32
@rezlife3 I got your moms ass on my breath pussy ;),0,1E3881E1,658,532,1336,598,58
@rezlife3 little bitch,0,50401C67,1011,408,1451,498,31
@rhythmixx_ @jaymcnuggets ohhhhh you bitch,0,1F1473DD,1038,462,477,333,67
